N°Obs,"En moyenne, à quelle fréquence achetez-vous des vêtements ?",Où achetez-vous le plus souvent ? (choix multiples),Quel est le cycle de vie moyen d’un vêtement dans votre garde-robe avant que vous ne vous en sépariez ?,Que faites-vous le plus souvent des vêtements dont vous souhaitez vous séparer ? (choix multiples),"Après avoir acheté des vêtements, à quelle fréquence finissent-ils par ne jamais être portés ?",Jusqu’à quel point les tendances actuelles influencent-elles vos décisions d’achat ?,A quelle fréquence achetez-vous un vêtement uniquement parce qu'il est tendance ?,Avez-vous déjà ressenti une pression sociale liée à la mode ?,Avez-vous déjà évité de porter un vêtement parce qu’il n’était “plus à la mode” ?,Dans quelle mesure vos vêtements contribuent-ils à votre confiance en vous ?,Pensez-vous que bien s’habiller aide dans la vie sociale ?,"Jusqu’à quel point les réseaux sociaux (influenceurs, célébrités) dictent-ils vos choix vestimentaires ?",Je publie parfois des photos de mes achats “tendance” pour les partager avec mes amis et ma famille.,Avez-vous déjà ressenti un sentiment de culpabilité après avoir acheté un article tendance vu sur les réseaux sociaux ?,Avez-vous déjà remarqué une différence dans la manière dont vous êtes perçu(e) lorsque vous ne suivez pas une tendance ?,Avez-vous déjà acheté certains de ces articles ? (choix multiples),Connaissez-vous le concept de “fast fashion” ?,"“La fast fashion, ou « mode rapide », est une façon de produire et vendre des vêtements très vite, en suivant les dernières tendances, à des prix très bas.” __Avez-vous déjà consommé sur des plateformes de fast fashion (Shein, Temu, etc.) ?","Dans quelle mesure les considérations éthiques (conditions de travail)/environnementales (pollution, matériaux)  affectent-elles vos achats ?","Si un vêtement éthique (bio, local, éco-responsable) coûtait 20 % plus cher, dans quelle mesure seriez-vous prêt(e) à l’acheter ?",Pour quelles raisons achetez-vous des vêtements de marques considérées comme fast fashion ? (Choix multiples),Quel est votre âge ?,Êtes-vous :,"Selon vous, la mode est-elle davantage un outil d'expression personnelle ou un moyen de se conformer aux attentes sociales?",Quelle est votre situation professionnelle ?,(Quelle est votre situation professionnelle ?) Précisez :,"(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ?) Prix","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Qualité","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Marque","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Mode / tendances","(Quand vous achetez un produit, à quel point chacune des caractéristiques suivantes est-elle importante pour vous ? ) Confort","Bonjour,_Ce questionnaire porte sur la mode et son influence dans la vie _quotidienne._Il est anonyme et confidentiel, il ne vous _prendra que quelques minutes._Merci d'avance pour votre participation  !",Clé,Date de saisie,Date de dernier enregistrement,Date de dernière modification,Temps de saisie,Origine,Langue,Appareil utilisé pour la saisie,Progression,Dernière question saisie,
255,Au moins une fois par an,Magasin physique;Internet,Plus de 5 ans,Je les donne;Je les jette;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,3,Jamais,Jamais,Jamais,10,Beaucoup,3,3,,3,Aucun,Non,Oui,5,6,Abordables;Facilité d’achat;Renouvellement des collections,49,Une femme,Je ne sais pas,Autre,Administratrice,10,8,1,1,8,,RVUQ-EV63,01/11/2025 17:48:12,01/11/2025 17:53:29,,"317,019373",direct,FR,Smartphone,Terminé,,
256,Au moins une fois par an,Magasin physique,Plus de 5 ans,Je les donne;Je les vends,Je porte presque toujours mes achats,3,Rarement,Jamais,Rarement,3,Pas du tout,1,1,,5,Aucun,J’en ai entendu parler sans bien savoir,"Non, mais je connais ces plateformes",1,10,Beaucoup d’options,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,5,10,5,3,10,,4AYY-5K5B,01/11/2025 17:46:29,01/11/2025 17:53:38,,"428,66383",Direct,FR,Tablette,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
257,Au moins une fois par an,Internet,1 à 5 ans,Je les jette,Je porte presque toujours mes achats,3,Jamais,Rarement,Jamais,6,Assez,4,1,3,4,Pantalon cargo,Non,"Non, je ne connais pas ces plateformes",2,7,Abordables,50,Un homme,C'est un moyen de se conformer aux attentes sociales,Cadre,,10,8,4,3,8,,3VPF-NEGE,01/11/2025 17:54:35,01/11/2025 17:59:17,,"282,030187",direct,FR,Smartphone,Terminé,,
258,Tous les 4 à 6 mois,Magasin physique;Friperie / Seconde main,Plus de 5 ans,Je les donne,Certains vêtements restent parfois inutilisés,1,Jamais,Parfois,Jamais,8,Assez,1,1,1,5,Aucun,Non,"Non, mais je connais ces plateformes",8,8,Abordables,51,Une femme,C'est un outil d'expression personnelle,Sans emploi actuellement,,9,7,1,1,8,,ZQ6T-WP8U,01/11/2025 17:47:22,01/11/2025 17:59:28,,"725,891054",direct,FR,Smartphone,Terminé,,
259,Au moins une fois par mois,Friperie / Seconde main,1 à 5 ans,Je les vends;Je les recycle;Je les garde sans les utiliser,Je porte presque toujours mes achats,4,Rarement,Rarement,Rarement,8,Beaucoup,3,1,4,5,Pantalon cargo;Campus;Samba,Oui,"Non, mais je connais ces plateformes",9,5,Abordables,54,Une femme,C'est un outil d'expression personnelle,Cadre,,8,8,8,8,8,,Z459-PC2F,01/11/2025 17:56:41,01/11/2025 18:00:31,,"229,849544",direct,FR,Smartphone,Terminé,,
260,Au moins une fois par an,Magasin physique,Plus de 5 ans,Je les donne,Je porte presque toujours mes achats,1,Jamais,Rarement,Jamais,3,Assez,1,1,1,1,Aucun,Oui,Oui,8,7,Abordables;Facilité d’achat,40,Une femme,Je ne sais pas,Cadre,,10,9,4,1,10,,V7N3-FPVX,01/11/2025 17:55:20,01/11/2025 18:02:10,,"409,505421",direct,FR,Smartphone,Terminé,,
261,Tous les 2 à 3 mois,Magasin physique;Internet;Friperie / Seconde main,1 à 5 ans,Je les donne;Je les recycle;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,4,Jamais,Rarement,Jamais,8,Assez,2,1,2,1,Aucun,Oui,Oui,8,10,Abordables;Facilité d’achat,42,Une femme,C'est un outil d'expression personnelle,Cadre,,3,7,3,7,10,,GTL5-CDVP,01/11/2025 18:04:14,01/11/2025 18:07:34,,"200,832048",direct,FR,Smartphone,Terminé,,
262,Tous les 2 à 3 mois,Magasin physique,1 à 5 ans,Je les donne;Je les vends;Je les recycle,Je porte presque toujours mes achats,3,Jamais,Jamais,Rarement,10,Assez,1,1,,1,Labubu,Oui,Oui,5,8,Abordables;Facilité d’achat,47,Une femme,Je ne sais pas,Ouvrier / Ouvrière,,10,8,5,7,10,,C35S-MEWT,01/11/2025 17:55:34,01/11/2025 18:13:41,,"1087,01384",direct,FR,Smartphone,Terminé,,
263,Tous les 4 à 6 mois,Magasin physique;Internet;Friperie / Seconde main,Plus de 5 ans,Je les donne;Je les vends;Je les recycle,Je porte presque toujours mes achats,2,Rarement,Parfois,Parfois,9,Beaucoup,1,1,1,5,Aucun,Oui,"Non, mais je connais ces plateformes",8,5,Abordables;Facilité d’achat;Mode actuelle,49,Une femme,C'est un moyen de se conformer aux attentes sociales,Sans emploi actuellement,,9,8,2,5,7,,TGHL-68C6,01/11/2025 18:22:44,01/11/2025 18:29:45,,"420,899247",direct,FR,Smartphone,Terminé,,
264,Au moins une fois par an,Internet,Plus de 5 ans,Je les donne;Je les garde sans les utiliser,Je porte presque toujours mes achats,1,Jamais,Jamais,Jamais,6,Beaucoup,3,1,,1,Aucun,J’en ai entendu parler sans bien savoir,"Non, mais je connais ces plateformes",5,10,Abordables;Facilité d’achat;Par conseil d’amis/famille,45,Un homme,C'est un outil d'expression personnelle,Cadre,,7,7,6,1,6,,8GEA-25BP,01/11/2025 18:33:39,01/11/2025 18:37:13,,"213,442377",direct,FR,Smartphone,Terminé,,
265,Au moins une fois par mois,Magasin physique,1 à 5 ans,Je les garde sans les utiliser,Je porte presque toujours mes achats,8,Parfois,Souvent,Souvent,10,Beaucoup,10,1,6,4,Pantalon cargo;Campus;Labubu;Tote bag,Oui,Oui,5,7,Beaucoup d’options;Mode actuelle;Par réseaux sociaux/Publicité,17,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,7,5,4,10,8,,MUTV-EPZ8,01/11/2025 18:30:54,01/11/2025 18:37:27,,"392,571972",direct,FR,Smartphone,Terminé,,
266,Tous les 4 à 6 mois,Magasin physique;Internet,Plus de 5 ans,Je les vends,Je porte presque toujours mes achats,5,Jamais,Jamais,Jamais,5,Beaucoup,5,1,,1,Aucun,Non,Oui,10,10,Abordables;Facilité d’achat;Mode actuelle,47,Une femme,C'est un moyen de se conformer aux attentes sociales,Cadre,,8,8,1,1,10,,R4BK-TLT9,01/11/2025 18:38:29,01/11/2025 18:43:06,,"276,739126",direct,FR,Smartphone,Terminé,,
267,Tous les 2 à 3 mois,Internet,Plus de 5 ans,Je les recycle,Certains vêtements restent parfois inutilisés,7,Rarement,Rarement,Souvent,7,Assez,4,3,3,3,Aucun,Oui,Oui,5,5,Abordables;Mode actuelle,47,Une femme,C'est un outil d'expression personnelle,Fonctionnaire,,8,8,8,5,8,,5Z8J-GSHJ,01/11/2025 18:39:12,01/11/2025 18:43:32,,"259,558445",direct,FR,Smartphone,Terminé,,
268,Tous les 2 à 3 mois,Friperie / Seconde main;Marché local,Plus de 5 ans,Je les donne;Je les vends;Je les recycle,Certains vêtements restent parfois inutilisés,6,Jamais,Rarement,Jamais,8,Assez,6,1,4,1,Sonny Angel,Oui,"Non, mais je connais ces plateformes",10,10,Abordables,38,Une femme,C'est un outil d'expression personnelle,Fonctionnaire,,5,9,5,5,8,,PWQZ-U48E,01/11/2025 18:46:20,01/11/2025 18:49:27,,"187,201241",direct,FR,Smartphone,Terminé,,
269,Tous les 4 à 6 mois,Magasin physique,1 à 5 ans,Je les donne;Je les jette;Je les garde sans les utiliser,Je porte presque toujours mes achats,7,Rarement,Rarement,Rarement,9,Assez,5,3,4,6,Pantalon cargo;Stanley Cup,Oui,Oui,5,5,Abordables;Facilité d’achat,16,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,7,9,8,7,9,,GJQ3-QBZK,01/11/2025 18:47:08,01/11/2025 18:52:46,,"337,999296",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
270,Au moins une fois par an,Magasin physique,Plus de 5 ans,Je les donne,Certains vêtements restent parfois inutilisés,3,Jamais,Rarement,Parfois,9,Assez,1,1,1,6,Aucun,Oui,"Non, mais je connais ces plateformes",7,3,Par conseil d’amis/famille,55,Une femme,C'est un outil d'expression personnelle,Sans emploi actuellement,,10,10,5,2,10,,RDB8-R3YH,01/11/2025 18:53:22,01/11/2025 18:57:19,,"237,215938",direct,FR,Smartphone,Terminé,,
271,Tous les 2 à 3 mois,Magasin physique,1 à 5 ans,Je les donne;Je les jette,Je porte presque toujours mes achats,5,Jamais,Jamais,Jamais,5,Peu,1,4,,7,Aucun,Non,"Non, mais je connais ces plateformes",6,4,Abordables;Mode actuelle,21,Un homme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,10,7,7,3,9,,L4VE-7QWH,01/11/2025 18:56:27,01/11/2025 19:02:04,,"336,932637",direct,FR,Smartphone,Terminé,,
272,Tous les 4 à 6 mois,Magasin physique;Internet,Plus de 5 ans,Je les donne;Je les garde sans les utiliser,Je porte presque toujours mes achats,2,Parfois,Parfois,Rarement,8,Beaucoup,2,1,1,1,Aucun,Non,Oui,10,3,Abordables,40,Une femme,C'est un outil d'expression personnelle,Fonctionnaire,,9,8,2,1,10,,U3WD-CDVP,01/11/2025 19:00:55,01/11/2025 19:05:04,,"248,526878",direct,FR,Smartphone,Terminé,,
273,Tous les 2 à 3 mois,Internet,Plus de 5 ans,Je les jette;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,7,Parfois,Souvent,Souvent,8,Beaucoup,7,1,4,10,Aucun,Oui,Oui,7,2,Mode actuelle,30,Une femme,C'est un moyen de se conformer aux attentes sociales,Fonctionnaire,,10,10,1,8,8,,5YLL-VSTV,01/11/2025 19:08:17,01/11/2025 19:13:39,,"321,558269",direct,FR,Smartphone,Terminé,,
274,Au moins une fois par an,Magasin physique,1 à 5 ans,Je les donne;Je les vends;Je les recycle,Je porte presque toujours mes achats,3,Rarement,Rarement,Parfois,9,Assez,3,2,1,1,Aucun,J’en ai entendu parler sans bien savoir,"Non, mais je connais ces plateformes",8,8,Renouvellement des collections,41,Une femme,C'est un moyen de se conformer aux attentes sociales,Cadre,,9,7,5,5,9,,QDTW-9KB9,01/11/2025 19:10:14,01/11/2025 19:14:18,,"244,030688",direct,FR,Smartphone,Terminé,,
275,Tous les 4 à 6 mois,Internet,Plus de 5 ans,Je les donne;Je les vends;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,2,Jamais,Rarement,Rarement,7,Assez,1,1,2,3,Aucun,Oui,Oui,3,9,Beaucoup d’options;Abordables,44,Une femme,C'est un outil d'expression personnelle,Cadre,,7,8,1,1,10,,B7U7-34JB,01/11/2025 19:07:43,01/11/2025 19:21:49,,"845,688013",direct,FR,Smartphone,Terminé,,
276,Tous les 2 à 3 mois,Magasin physique,Plus de 5 ans,Je les vends;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,5,Parfois,Rarement,Parfois,9,Beaucoup,5,1,7,2,Tote bag,Oui,"Non, mais je connais ces plateformes",7,8,Abordables,36,Une femme,C'est un outil d'expression personnelle,Chef d'entreprise / PDG,,8,8,7,7,8,,KE8N-59LZ,01/11/2025 19:18:04,01/11/2025 19:27:10,,"546,570947",direct,FR,Smartphone,Terminé,,
277,Tous les 4 à 6 mois,Magasin physique,1 à 5 ans,Je les donne;Je les garde sans les utiliser,Je porte presque toujours mes achats,1,Rarement,Rarement,Jamais,4,Pas du tout,10,10,10,10,Pantalon cargo,J’en ai entendu parler sans bien savoir,"Non, mais je connais ces plateformes",9,9,Beaucoup d’options;Renouvellement des collections,11,Un homme,Je ne sais pas,Étudiant(e),,6,10,10,1,2,,29JH-S4XV,01/11/2025 19:23:43,01/11/2025 19:29:03,,"320,360403",direct,FR,Smartphone,Terminé,,
278,Tous les 4 à 6 mois,Magasin physique;Internet,1 à 5 ans,Je les donne,Je porte presque toujours mes achats,5,Parfois,Rarement,Jamais,5,Peu,5,1,1,1,Aucun,Non,Oui,5,4,Beaucoup d’options,50,Une femme,Je ne sais pas,Ouvrier / Ouvrière,,9,8,2,5,8,,Q79V-RQ2L,01/11/2025 19:23:04,01/11/2025 19:29:06,,"361,728088",direct,FR,Smartphone,Terminé,,
279,Tous les 2 à 3 mois,Magasin physique;Marché local,1 à 5 ans,Je les donne;Je les recycle,Je porte presque toujours mes achats,3,Jamais,Parfois,Jamais,7,Assez,1,1,2,3,Pantalon cargo,Oui,Oui,9,9,Beaucoup d’options;Abordables;Facilité d’achat,17,Une femme,C'est un outil d'expression personnelle,Autre,Lycéenne,8,7,6,3,8,,MXH8-TUV7,01/11/2025 20:04:16,01/11/2025 20:09:08,,"292,013121",Direct,FR,Smartphone,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
280,Au moins une fois par mois,Magasin physique,1 à 5 ans,Je les donne,Je porte presque toujours mes achats,7,Rarement,Rarement,Parfois,9,Assez,3,1,3,1,Pantalon cargo;Campus;Tote bag,Oui,Oui,8,10,Beaucoup d’options;Abordables;Facilité d’achat,38,Une femme,C'est un outil d'expression personnelle,Cadre,,8,8,2,7,8,,LUPA-M5SC,01/11/2025 20:20:48,01/11/2025 20:27:17,,"389,042379",direct,FR,Smartphone,Terminé,,
281,Au moins une fois par mois,Internet;Friperie / Seconde main,Plus de 5 ans,Je les donne;Je les garde sans les utiliser,Je porte presque toujours mes achats,5,Rarement,Parfois,Parfois,8,Beaucoup,6,3,1,4,Tote bag,J’en ai entendu parler sans bien savoir,Oui,2,4,Abordables;Par réseaux sociaux/Publicité,61,Une femme,C'est un outil d'expression personnelle,Autre,Commerciale,9,8,4,4,9,,GU27-3QBK,01/11/2025 20:36:18,01/11/2025 20:42:09,,"351,897747",direct,FR,Smartphone,Terminé,,
282,Tous les 2 à 3 mois,Internet,Plus de 5 ans,Je les vends;Je les jette;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,6,Rarement,Parfois,Parfois,7,Assez,6,1,1,1,Aucun,Oui,"Non, mais je connais ces plateformes",9,10,Abordables,43,Une femme,C'est un outil d'expression personnelle,Chef d'entreprise / PDG,,8,6,7,7,7,,GR2U-CM94,01/11/2025 20:59:24,01/11/2025 21:02:58,,"214,357817",direct,FR,Smartphone,Terminé,,
283,Tous les 2 à 3 mois,Magasin physique,1 à 5 ans,Je les recycle;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,8,Parfois,Souvent,Parfois,10,Beaucoup,7,4,1,8,Campus;Samba,Oui,Oui,3,1,Abordables;Mode actuelle;Renouvellement des collections,16,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,7,5,9,10,7,,FD6C-8KVY,01/11/2025 21:00:10,01/11/2025 21:05:51,,"340,851697",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
284,Tous les 2 à 3 mois,Magasin physique,1 à 5 ans,Je les donne,Je porte presque toujours mes achats,5,Jamais,Rarement,Jamais,7,Beaucoup,3,1,1,1,Aucun,Oui,"Non, mais je connais ces plateformes",5,3,Abordables,18,Un homme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,7,9,6,3,9,,8PKC-SRNU,01/11/2025 21:07:02,01/11/2025 21:10:20,,"197,472015",direct,FR,Smartphone,Terminé,,
285,Tous les 2 à 3 mois,Magasin physique,6 mois à 1 an,Je les garde sans les utiliser,Je porte presque toujours mes achats,5,Jamais,Rarement,Jamais,8,Beaucoup,8,1,1,1,Aucun,J’en ai entendu parler sans bien savoir,Oui,1,8,Abordables,17,Un homme,C'est un outil d'expression personnelle,Étudiant(e),,8,6,8,1,10,,XF6D-GKQZ,01/11/2025 21:09:35,01/11/2025 21:12:50,,"195,411946",direct,FR,Smartphone,Terminé,,
286,Au moins une fois par mois,Magasin physique;Marché local,6 mois à 1 an,Je les donne,Certains vêtements restent parfois inutilisés,5,Rarement,Parfois,Parfois,8,Beaucoup,6,3,3,5,Pantalon cargo,Oui,Oui,4,5,Beaucoup d’options,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,5,8,8,6,8,,VWJF-HERM,01/11/2025 21:09:10,01/11/2025 21:14:28,,"318,274384",direct,FR,Smartphone,Terminé,,
287,Tous les 4 à 6 mois,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les vends,Je porte presque toujours mes achats,6,Parfois,Parfois,Parfois,9,Beaucoup,4,6,1,7,Pantalon cargo;Campus;Labubu,Oui,Oui,6,5,Abordables;Facilité d’achat,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,10,8,5,7,8,,99UK-PFXB,01/11/2025 21:09:39,01/11/2025 21:14:43,,"303,668094",direct,FR,Smartphone,Terminé,,
288,Tous les 2 à 3 mois,Magasin physique,Plus de 5 ans,Je les donne,Je porte presque toujours mes achats,1,Jamais,Jamais,Jamais,1,Peu,1,1,,1,Aucun,Non,"Non, je ne connais pas ces plateformes",1,1,Par conseil d’amis/famille,18,Un homme,Je ne sais pas,Étudiant(e),,1,1,1,1,10,,5Q3Q-4AHB,01/11/2025 21:10:43,01/11/2025 21:16:05,,"321,859083",direct,FR,Smartphone,Terminé,,
289,Au moins une fois par an,Magasin physique;Friperie / Seconde main,6 mois à 1 an,Je les donne;Je les recycle;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,3,Rarement,Souvent,Parfois,10,Assez,5,1,3,8,Pantalon cargo;Tote bag,J’en ai entendu parler sans bien savoir,Oui,7,4,Abordables;Facilité d’achat;Par réseaux sociaux/Publicité,15,Une femme,C'est un moyen de se conformer aux attentes sociales,Étudiant(e),,7,8,3,2,10,,PVYP-DPUD,01/11/2025 21:14:42,01/11/2025 21:21:46,,"424,251772",direct,FR,Smartphone,Terminé,,
290,Tous les 2 à 3 mois,Magasin physique,6 mois à 1 an,Je les donne,Je porte presque toujours mes achats,3,Rarement,Jamais,Jamais,3,Assez,1,1,,1,Pantalon cargo,Oui,"Non, mais je connais ces plateformes",1,1,Abordables;Facilité d’achat,16,Un homme,C'est un outil d'expression personnelle,Étudiant(e),,1,10,3,1,10,,4BST-Q33T,01/11/2025 21:41:31,01/11/2025 21:46:12,,"280,913588",Direct,FR,PC,Terminé,,c53bcf5c455f4c0bfe1c08de0fad0a22
291,Au moins une fois par an,Friperie / Seconde main,Plus de 5 ans,Je les donne;Je les vends;Je les recycle,Je porte presque toujours mes achats,2,Rarement,Rarement,Rarement,10,Peu,1,1,1,1,Aucun,Oui,Oui,2,1,Abordables,49,Une femme,C'est un moyen de se conformer aux attentes sociales,Ouvrier / Ouvrière,,10,10,2,2,10,,W2TT-5JBP,01/11/2025 21:42:19,01/11/2025 21:47:05,,"285,322901",direct,FR,Smartphone,Terminé,,
292,Tous les 2 à 3 mois,Friperie / Seconde main,Plus de 5 ans,Je les recycle,Je porte presque toujours mes achats,1,Rarement,Rarement,Rarement,5,Beaucoup,1,1,1,1,Aucun,Oui,"Non, mais je connais ces plateformes",7,1,Abordables,65,Une femme,C'est un moyen de se conformer aux attentes sociales,Autre,Retraitée,6,7,1,1,8,,ZGE4-GXJV,01/11/2025 21:40:50,01/11/2025 21:47:54,,"423,863119",direct,FR,Smartphone,Terminé,,
293,Au moins une fois par mois,Magasin physique,Plus de 5 ans,Je les donne;Je les garde sans les utiliser,Je porte presque toujours mes achats,5,Rarement,Jamais,Jamais,5,Peu,1,1,,5,Pantalon cargo;Tote bag,Oui,"Non, mais je connais ces plateformes",3,5,Abordables,54,Une femme,C'est un outil d'expression personnelle,Autre,Employée,8,8,4,8,8,,BDPX-Q42J,01/11/2025 21:42:47,01/11/2025 21:48:50,,"362,661321",direct,FR,Smartphone,Terminé,,
294,Moins d'une fois par an,Friperie / Seconde main,Plus de 5 ans,Je les donne,Je porte presque toujours mes achats,1,Jamais,Jamais,Jamais,10,Beaucoup,1,1,,1,Pantalon cargo,Oui,"Non, mais je connais ces plateformes",10,1,Abordables,42,Une femme,C'est un outil d'expression personnelle,Chef d'entreprise / PDG,,10,10,1,1,10,,MAYN-ALDT,01/11/2025 21:45:52,01/11/2025 21:49:22,,"209,728799",direct,FR,Smartphone,Terminé,,
295,Tous les 4 à 6 mois,Magasin physique;Internet,Plus de 5 ans,Je les recycle,Certains vêtements restent parfois inutilisés,3,Rarement,Parfois,Parfois,8,Assez,5,1,4,3,Aucun,Oui,"Non, mais je connais ces plateformes",9,7,Abordables;Mode actuelle;Par conseil d’amis/famille,52,Un homme,C'est un moyen de se conformer aux attentes sociales,Cadre,,4,7,7,4,8,,SZC2-5GRS,01/11/2025 21:44:41,01/11/2025 21:49:32,,"290,406219",direct,FR,Smartphone,Terminé,,
296,Au moins une fois par semaine,Internet,Moins de 6 mois,Je les donne,Je porte presque toujours mes achats,9,Parfois,Jamais,Jamais,8,Peu,8,1,,6,Tote bag;Stanley Cup;Samba,Oui,Oui,4,8,Beaucoup d’options,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,5,9,7,10,7,,UW2P-DXCW,01/11/2025 21:55:57,01/11/2025 21:59:59,,"242,425214",direct,FR,Smartphone,Terminé,,
297,Tous les 2 à 3 mois,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les vends,Certains vêtements restent parfois inutilisés,5,Rarement,Parfois,Jamais,8,Assez,7,1,8,4,Aucun,Oui,Oui,6,4,Abordables;Mode actuelle;Renouvellement des collections,16,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,8,5,7,5,6,,LPQ5-QPU3,01/11/2025 21:58:10,01/11/2025 22:05:10,,"420,104941",direct,FR,Smartphone,Terminé,,
298,Tous les 2 à 3 mois,Magasin physique;Internet,Plus de 5 ans,Je les donne,Certains vêtements restent parfois inutilisés,1,Rarement,Jamais,Jamais,4,Peu,1,1,,1,Aucun,Oui,"Non, mais je connais ces plateformes",8,8,Abordables,37,Une femme,C'est un outil d'expression personnelle,Cadre,,9,8,7,7,9,,YW9T-YWAD,01/11/2025 22:02:24,01/11/2025 22:05:36,,"191,516388",direct,FR,Smartphone,Terminé,,
299,Au moins une fois par an,Magasin physique,1 à 5 ans,Je les donne,Je porte presque toujours mes achats,5,Jamais,Souvent,Parfois,7,Peu,1,1,5,1,Aucun,Oui,"Non, mais je connais ces plateformes",7,7,Abordables,18,Un homme,C'est un outil d'expression personnelle,Étudiant(e),,7,9,2,6,10,,4G97-U9KP,01/11/2025 21:58:34,01/11/2025 22:05:43,,"428,946715",direct,FR,Smartphone,Terminé,,
300,Tous les 4 à 6 mois,Magasin physique;Internet,1 à 5 ans,Je les donne;Je les vends;Je les garde sans les utiliser,Certains vêtements restent parfois inutilisés,7,Parfois,Parfois,Rarement,8,Assez,7,1,4,6,Pantalon cargo;Sonny Angel;Tote bag,Oui,Oui,4,5,Beaucoup d’options;Abordables;Mode actuelle,16,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,8,8,2,5,9,,9EK5-KRTZ,01/11/2025 22:11:25,01/11/2025 22:20:09,,"524,038767",direct,FR,Smartphone,Terminé,,
301,Tous les 2 à 3 mois,Magasin physique,1 à 5 ans,Je les vends,Certains vêtements restent parfois inutilisés,6,Rarement,Parfois,Rarement,8,Assez,8,3,7,8,Samba,Oui,Oui,6,4,Abordables,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,7,8,4,6,6,,9CSC-CP2Y,01/11/2025 21:14:37,01/11/2025 22:25:28,,"4251,23239",direct,FR,Smartphone,Terminé,,
302,Tous les 4 à 6 mois,Magasin physique,1 à 5 ans,Je les recycle,Je porte presque toujours mes achats,2,Rarement,Rarement,Parfois,7,Assez,4,1,1,1,Pantalon cargo,Oui,Oui,7,6,Abordables,46,Une femme,C'est un moyen de se conformer aux attentes sociales,Cadre,,8,7,2,2,8,,Y9D4-MZQ3,01/11/2025 22:30:15,01/11/2025 22:34:55,,"280,010941",direct,FR,Smartphone,Terminé,,
303,Au moins une fois par an,Magasin physique;Marché local,Plus de 5 ans,Je les donne;Je les recycle;Je les garde sans les utiliser,Je porte presque toujours mes achats,3,Jamais,Jamais,Rarement,7,Peu,3,1,,1,Pantalon cargo,Oui,Oui,5,5,Abordables;Facilité d’achat,15,Une femme,C'est un outil d'expression personnelle,Étudiant(e),,9,9,5,1,9,,8J7S-TADM,01/11/2025 21:10:28,01/11/2025 22:35:42,,"5113,22631",direct,FR,Smartphone,Terminé,,
304,Au moins une fois par an,Magasin physique,Plus de 5 ans,Je les donne,Je porte presque toujours mes achats,4,Rarement,Jamais,Jamais,8,Beaucoup,2,1,,4,Pantalon cargo,J’en ai entendu parler sans bien savoir,"Non, mais je connais ces plateformes",9,8,Facilité d’achat,18,Un homme,C'est un outil d'expression personnelle,Étudiant(e),,7,8,3,6,4,,FYBS-UGV3,01/11/2025 22:33:17,01/11/2025 22:36:43,,"205,649759",direct,FR,Smartphone,Terminé,,
305,Au moins une fois par mois,Magasin physique,1 à 5 ans,Je les donne,Je porte presque toujours mes achats,6,Parfois,Parfois,Parfois,10,Beaucoup,8,7,8,8,Tote bag,Non,"Non, mais je connais ces plateformes",7,5,Abordables;Facilité d’achat,50,Une femme,C'est un outil d'expression personnelle,Cadre,,8,9,9,7,8,,8SB7-S86X,01/11/2025 22:44:07,01/11/2025 22:48:49,,"282,184009",direct,FR,Smartphone,Terminé,,
